Date,Open,High,Low,Close,Volume
22-02-2017,546.5,605.825012,546,603.75,58207852
23-02-2017,606.799988,611,589.674988,591.375,28458468
27-02-2017,595.25,628.400024,595.174988,619.450012,38137822
28-02-2017,616,624,614.25,619.025024,16509062
01-03-2017,620.049988,622.200012,615,617.25,11148306
02-03-2017,618.950012,627.349976,613.525024,618.375,8258066
03-03-2017,620.775024,643.900024,620.775024,629.275024,38541702
06-03-2017,634.5,656,632.625,652.674988,30504308
07-03-2017,659.424988,663.5,648.075012,652.474976,19233700
08-03-2017,653.849976,653.849976,643.049988,645.599976,19812206
09-03-2017,645,649,640.75,643.375,14215340
10-03-2017,645.125,648,630.599976,640.825012,11331136
14-03-2017,659.375,659.5,642.625,644.75,12693240
15-03-2017,645.525024,658.150024,645.200012,652.474976,11021316
16-03-2017,655,655.200012,646.799988,648.825012,7279928
17-03-2017,654,659.974976,649.025024,650.349976,10390152
20-03-2017,653,653.125,639.174988,640.400024,5883428
21-03-2017,641.099976,641.950012,629.650024,631.900024,10330214
22-03-2017,626,632.950012,623.275024,629.849976,9276676
23-03-2017,631.575012,638.775024,629,636.650024,5398180
24-03-2017,637.049988,646,634.224976,643.375,7443822
27-03-2017,635.549988,639.375,623.599976,625.549988,14836244
28-03-2017,629,632,621.049988,622.875,9923868
29-03-2017,625.849976,630,616.674988,628.325012,8651574
30-03-2017,627.5,637.375,626.5,635.325012,12737718
31-03-2017,633,668.825012,633,660.450012,20751038
03-04-2017,671,690.25,668.525024,687.325012,20520654
05-04-2017,697.599976,709,690.049988,707.5,18434720
06-04-2017,704.5,724.450012,701.099976,719.25,23142150
07-04-2017,710.650024,717,701.275024,703.299988,14572302
10-04-2017,705,712.450012,688.650024,690.674988,14066282
11-04-2017,693.924988,700.224976,685.049988,686.174988,14743454
12-04-2017,691.400024,693.224976,675.575012,677,12548430
13-04-2017,677,686.700012,673.674988,682.400024,5812376
17-04-2017,682.5,697.775024,682.5,695.924988,5411708
18-04-2017,699.974976,705,683.5,685.099976,7322166
