Date,Open,High,Low,Close,Volume
02-11-2016,520.5,521.424988,510.5,511.875,3218450
03-11-2016,511.924988,517.375,510.299988,511.975006,3342742
04-11-2016,510.125,513.450012,500,502.774994,5273822
07-11-2016,507,508.274994,499.524994,500.575012,4345842
08-11-2016,502.850006,502.850006,499.149994,501.75,6140692
09-11-2016,475,504.5,465,502.299988,9893146
10-11-2016,509.299988,514.474976,503.5,505.200012,4463814
11-11-2016,498.924988,508.75,497.549988,500.875,6754784
15-11-2016,498.25,500,489.774994,492.700012,6623184
16-11-2016,497.5,498.399994,490.350006,493.274994,7566452
17-11-2016,493,499.075012,487.200012,488.875,5773270
18-11-2016,492.5,496.350006,491,493.75,8303856
21-11-2016,493.774994,496.774994,491.600006,495.75,6049424
22-11-2016,498.850006,503.899994,496.649994,500.725006,8067320
23-11-2016,502.5,505.25,499.774994,504.5,5992496
24-11-2016,502.774994,502.774994,491.100006,493.674988,8646750
25-11-2016,495,497.950012,492.174988,496.850006,4779658
28-11-2016,496.5,500.299988,492.049988,493.325012,3800322
29-11-2016,494.5,502.149994,494.024994,498.850006,4519218
30-11-2016,499.975006,499.975006,493.325012,495.024994,12616008
01-12-2016,500,507.5,497.5,498.875,5773026
02-12-2016,497.950012,502.5,495.899994,497.375,5706090
05-12-2016,497.5,499.850006,493.25,496.924988,1822820
06-12-2016,498,503.274994,497.299988,502.600006,3075070
07-12-2016,502,503.799988,498.174988,499.575012,2254226
08-12-2016,502.524994,510.899994,502.174988,510.024994,4000460
09-12-2016,511,515.924988,510.149994,514.474976,3766666
12-12-2016,510.25,520.849976,510.25,513.599976,4125400
13-12-2016,514,520.5,513.775024,519.900024,4738906
14-12-2016,519.900024,532.224976,519.099976,529.75,11035658
15-12-2016,526.200012,533.799988,524.325012,526.474976,8837934
16-12-2016,526,531,526,528.575012,6831074
19-12-2016,527.5,533.474976,527.174988,531.275024,6861900
20-12-2016,527.349976,530.5,526.575012,528.950012,5343438
21-12-2016,530.049988,533.650024,528.599976,531.625,9311516
22-12-2016,529,531.325012,525.474976,526.674988,13208832
23-12-2016,526,534.474976,526,528.650024,4692828
26-12-2016,527.174988,533,522.325012,523.724976,7004598
27-12-2016,523.924988,533.549988,523.5,532.349976,7974284
28-12-2016,533.950012,534.775024,523.549988,524.849976,4405854
29-12-2016,525,534.400024,524.75,532.724976,4010412
30-12-2016,532.400024,542.5,531.549988,541.200012,7182986
02-01-2017,542,545,536.174988,542.549988,3244916
03-01-2017,544.924988,548.5,540.549988,544.700012,2941502
04-01-2017,546.450012,546.5,532.150024,533.575012,4751094
05-01-2017,535.5,539.950012,534.375,538.700012,3992966
06-01-2017,537.099976,542.5,536.549988,537.474976,3586854
09-01-2017,538.5,543,535.5,538.849976,2390514
10-01-2017,540,547.200012,540,544.924988,5188800
11-01-2017,547.5,547.849976,542,543.025024,5246422
12-01-2017,543.5,545.174988,539.900024,541.650024,1998728
13-01-2017,542.275024,548.75,542.275024,545.200012,3307338
16-01-2017,544.974976,546.974976,536.974976,538.125,5492010
17-01-2017,532.5,534,519.25,520.625,17936580
18-01-2017,521.299988,524,514.375,516.275024,7254142
19-01-2017,517.575012,522.650024,515.5,516.849976,6987456
20-01-2017,516.974976,518.724976,511.950012,512.900024,4016164
23-01-2017,510.899994,515.5,506.399994,507.950012,6267066
24-01-2017,508.5,514.400024,508.5,513.650024,4306182
25-01-2017,516,516.349976,508.075012,508.649994,10906460
27-01-2017,510.125,514.450012,509.5,512.549988,9994478
30-01-2017,512.474976,523.224976,512.400024,522.400024,7167512
31-01-2017,523.424988,526.900024,520.150024,522.599976,6914730
01-02-2017,523.049988,525.450012,517.599976,524.825012,5171596
02-02-2017,525,525.400024,519.125,521.75,4159816
03-02-2017,523,525.224976,515.049988,516.825012,6043502
06-02-2017,518.5,522.450012,516.025024,520.825012,4567964
07-02-2017,521,521.174988,513.599976,515.450012,4528490
08-02-2017,515.450012,519.125,511,512.575012,7420188
09-02-2017,514,517,513.400024,516.375,4508432
10-02-2017,517.5,517.775024,512.775024,515.075012,5723062
13-02-2017,516.5,517,511,514.924988,3915976
14-02-2017,517.5,526.450012,514.950012,524.900024,8340828
15-02-2017,526.450012,528.75,522.625,525.650024,6965690
16-02-2017,526.275024,534.724976,526.275024,533.75,8985694
17-02-2017,533.25,539.099976,529.224976,537.75,6787712
20-02-2017,535.275024,539.424988,533.25,537.700012,5326254
21-02-2017,537.599976,545.474976,536.525024,544.099976,6485580
